country,iso3,label,baseline_local,local_price,variation_local,local_currency,local_range,Date
Poland,POL,Apples (1kg),2.97,3.72,25.3,zł,0.91-2.27,2023-11-19
Poland,POL,Apples (1kg),2.97,3.68,23.91,zł,2.01-5,2022-01-30
Poland,POL,Apples (1kg),2.97,4.07,36.99,zł,2.01-6,2021-12-19
Poland,POL,Apples (1kg),2.97,3.53,18.86,zł,2.01-5,2020-12-06
Poland,POL,Apples (1kg),2.97,3.68,23.91,zł,2.01-5,2022-12-18
Poland,POL,Apples (1kg),2.97,3.65,22.94,zł,2.01-5,2022-07-10
Poland,POL,Apples (1kg),2.97,3.64,22.46,zł,2.01-5,2022-05-08
Poland,POL,Apples (1kg),2.97,3.68,23.91,zł,2.01-5,2022-01-09
Poland,POL,Apples (1kg),2.97,3.7,24.58,zł,2.01-5,2022-09-04
Poland,POL,Apples (1kg),2.97,3.64,22.56,zł,2.01-5,2021-04-25
Poland,POL,Apples (1kg),2.97,3.63,22.27,zł,2.01-5,2021-04-11
Poland,POL,Apples (1kg),2.97,3.68,23.91,zł,2.01-5,2022-02-20
Poland,POL,Apples (1kg),2.97,3.35,12.79,zł,2.01-5,2020-08-23
Poland,POL,Apples (1kg),2.97,3.59,20.88,zł,2.01-5,2021-02-28
Poland,POL,Apples (1kg),2.97,3.72,25.3,zł,0.91-2.27,2023-10-01
Poland,POL,Apples (1kg),2.97,3.26,9.76,zł,2.01-5,2020-07-26
Poland,POL,Apples (1kg),2.97,3.74,25.97,zł,0.91-2.27,2023-02-12
Poland,POL,Apples (1kg),2.97,3.11,4.71,zł,2.01-25.2,2020-04-05
Poland,POL,Apples (1kg),2.97,3.86,29.97,zł,2.01-5.49,2021-08-15
Poland,POL,Apples (1kg),2.97,3.73,25.59,zł,0.91-2.27,2023-09-10
Poland,POL,Apples (1kg),2.97,3.62,21.89,zł,2.01-5,2021-04-04
Poland,POL,Apples (1kg),2.97,3.68,23.91,zł,2.01-5,2022-12-04
Poland,POL,Apples (1kg),2.97,3.73,25.59,zł,0.91-2.27,2023-10-08
Poland,POL,Apples (1kg),2.97,3.64,22.56,zł,2.01-5,2022-04-17
Poland,POL,Apples (1kg),2.97,3.68,23.91,zł,2.01-5,2022-01-23
Poland,POL,Apples (1kg),2.97,3.73,25.59,zł,0.91-2.27,2023-07-16
Poland,POL,Apples (1kg),2.97,3.72,25.3,zł,0.91-2.27,2023-09-17
Poland,POL,Apples (1kg),2.97,3.56,19.91,zł,2.01-5,2021-01-17
Poland,POL,Apples (1kg),2.97,3.53,18.86,zł,2.01-5,2020-12-13
Poland,POL,Apples (1kg),2.97,3.25,9.48,zł,2.01-5,2020-07-12
Poland,POL,Apples (1kg),2.97,3.75,26.26,zł,0.91-2.27,2023-12-31
Poland,POL,Apples (1kg),2.97,3.46,16.5,zł,2.01-5,2020-11-01
Poland,POL,Apples (1kg),2.97,3.34,12.31,zł,2.01-5,2020-08-16
Poland,POL,Apples (1kg),2.97,3.73,25.44,zł,0.91-2.27,2023-09-24
Poland,POL,Apples (1kg),2.97,3.73,25.59,zł,0.91-2.27,2023-08-13
Poland,POL,Apples (1kg),2.97,3.65,23.04,zł,2.01-5,2022-04-10
Poland,POL,Apples (1kg),2.97,3.76,26.74,zł,0.91-2.27,2023-03-19
Poland,POL,Apples (1kg),2.97,3.62,21.89,zł,2.01-5,2022-06-05
Poland,POL,Apples (1kg),2.97,3.43,15.44,zł,2.01-5,2020-10-04
Poland,POL,Apples (1kg),2.97,3.73,25.44,zł,0.91-2.27,2023-11-12
Poland,POL,Apples (1kg),2.97,3.75,26.26,zł,0.91-2.27,2023-12-17
Poland,POL,Apples (1kg),2.97,3.81,28.28,zł,2.01-5,2021-10-24
Poland,POL,Apples (1kg),2.97,3.81,28.28,zł,2.01-5,2021-08-29
Poland,POL,Apples (1kg),2.97,3.57,20.2,zł,2.01-5,2021-01-24
Poland,POL,Apples (1kg),2.97,3.81,28.28,zł,2.01-5,2021-09-05
Poland,POL,Apples (1kg),2.97,,,NULL,NULL,2021-09-05
Poland,POL,Apples (1kg),2.97,3.73,25.64,zł,2.01-5.49,2021-05-09
Poland,POL,Apples (1kg),2.97,3.77,26.94,zł,0.91-2.27,2024-02-04
Poland,POL,Apples (1kg),2.97,3.68,23.91,zł,2.01-5,2022-02-13
Poland,POL,Apples (1kg),2.97,3.73,25.59,zł,0.91-2.27,2023-11-26
Poland,POL,Apples (1kg),2.97,3.62,21.89,zł,2.01-5,2022-05-22
Poland,POL,Apples (1kg),2.97,3.75,26.26,zł,0.91-2.27,2023-05-14
Poland,POL,Apples (1kg),2.97,3.75,26.09,zł,0.91-2.27,2023-06-18
Poland,POL,Apples (1kg),2.97,3.75,26.26,zł,0.91-2.27,2024-01-14
Poland,POL,Apples (1kg),2.97,3.65,22.75,zł,2.01-5,2022-04-03
Poland,POL,Apples (1kg),2.97,3.68,23.91,zł,2.01-5.00,2022-12-25
Poland,POL,Apples (1kg),2.97,3.64,22.56,zł,2.01-5,2021-04-18
Poland,POL,Apples (1kg),2.97,3.69,24.29,zł,2.01-5,2022-10-30
Poland,POL,Apples (1kg),2.97,3.69,24.1,zł,2.01-5.00,2023-01-01
Poland,POL,Apples (1kg),2.97,3.78,27.22,zł,2.01-5.49,2021-05-23
Poland,POL,Apples (1kg),2.97,3.73,25.59,zł,0.91-2.27,2023-07-09
Poland,POL,Apples (1kg),2.97,3.75,26.26,zł,0.91-2.27,2024-01-07
Poland,POL,Apples (1kg),2.97,3.7,24.58,zł,2.01-5,2022-09-11
Poland,POL,Apples (1kg),2.97,3.69,24.29,zł,2.01-5,2022-11-13
Poland,POL,Apples (1kg),2.97,3.2,7.74,zł,2.01-4.5,2020-05-31
Poland,POL,Apples (1kg),2.97,3.15,6.06,zł,2.01-3.99,2020-05-10
Poland,POL,Apples (1kg),2.97,3.31,11.3,zł,2.01-5,2020-08-09
Poland,POL,Apples (1kg),2.97,3.46,16.4,zł,2.01-5,2020-10-25
Poland,POL,Apples (1kg),2.97,3.75,26.26,zł,0.91-2.27,2023-06-04
Poland,POL,Apples (1kg),2.97,3.77,26.84,zł,2.01-5.49,2021-06-13
Poland,POL,Apples (1kg),2.97,3.64,22.56,zł,2.01-5,2022-04-24
Poland,POL,Apples (1kg),2.97,3.72,25.16,zł,0.91-2.27,2023-08-27
Poland,POL,Apples (1kg),2.97,3.53,18.86,zł,2.01-5,2021-01-03
Poland,POL,Apples (1kg),2.97,3.69,24.1,zł,2.01-5,2022-08-21
Poland,POL,Apples (1kg),2.97,3.64,22.56,zł,2.01-5,2022-06-12
Poland,POL,Apples (1kg),2.97,3.22,8.42,zł,2.01-5,2020-06-21
Poland,POL,Apples (1kg),2.97,3.75,26.26,zł,0.91-2.27,2023-12-03
Poland,POL,Apples (1kg),2.97,3.52,18.66,zł,2.01-5,2020-11-29
Poland,POL,Apples (1kg),2.97,3.73,25.44,zł,0.91-2.27,2023-10-29
Poland,POL,Apples (1kg),2.97,3.81,28.28,zł,2.01-5,2021-09-26
Poland,POL,Apples (1kg),2.97,3.75,26.26,zł,0.91-2.27,2024-02-25
Poland,POL,Apples (1kg),2.97,3.76,26.46,zł,0.91-2.27,2023-04-23
Poland,POL,Apples (1kg),2.97,3.64,22.56,zł,2.01-5,2022-06-19
Poland,POL,Apples (1kg),2.97,3.74,25.78,zł,0.91-2.27,2023-01-29
Poland,POL,Apples (1kg),2.97,3.86,29.97,zł,2.01-5.49,2021-08-01
Poland,POL,Apples (1kg),2.97,3.81,28.28,zł,2.01-5,2021-10-10
Poland,POL,Apples (1kg),2.97,3.75,26.26,zł,0.91-2.27,2023-06-11
Poland,POL,Apples (1kg),2.97,3.73,25.59,zł,0.91-2.27,2023-07-02
Poland,POL,Apples (1kg),2.97,3.76,26.46,zł,0.91-2.27,2023-03-12
Poland,POL,Apples (1kg),2.97,3.11,4.71,zł,2.01-25.95,2020-04-19
Poland,POL,Apples (1kg),2.97,3.7,24.58,zł,2.01-5.00,2023-01-22
Poland,POL,Apples (1kg),2.97,3.11,4.71,zł,2.01-25.68,2020-04-12
Poland,POL,Apples (1kg),2.97,3.73,25.59,zł,0.91-2.27,2023-07-23
Poland,POL,Apples (1kg),2.97,3.47,16.69,zł,2.01-5,2020-11-15
Poland,POL,Apples (1kg),2.97,3.68,23.91,zł,2.01-5,2022-01-16
Poland,POL,Apples (1kg),2.97,3.28,10.44,zł,2.01-5,2020-08-02
Poland,POL,Apples (1kg),2.97,3.81,28.28,zł,2.01-5,2021-10-03
Poland,POL,Apples (1kg),2.97,3.77,26.94,zł,0.91-2.27,2024-01-28
Poland,POL,Apples (1kg),2.97,3.81,28.43,zł,2.01-5,2021-10-17
Poland,POL,Apples (1kg),2.97,3.76,26.74,zł,0.91-2.27,2024-01-21
Poland,POL,Apples (1kg),2.97,3.79,27.51,zł,2.01-5.49,2021-06-06
Poland,POL,Apples (1kg),2.97,3.59,20.88,zł,2.01-5,2021-03-21
Poland,POL,Apples (1kg),2.97,3.83,29.0,zł,2.01-5,2021-10-31
Poland,POL,Apples (1kg),2.97,3.18,7.02,zł,2.01-4.5,2020-05-24
Poland,POL,Apples (1kg),2.97,3.8,28.04,zł,2.01-5.49,2021-07-11
Poland,POL,Apples (1kg),2.97,3.75,26.26,zł,0.91-2.27,2023-05-07
Poland,POL,Apples (1kg),2.97,3.7,24.58,zł,2.01-5,2022-03-20
Poland,POL,Apples (1kg),2.97,3.69,24.19,zł,2.01-5,2022-03-06
Poland,POL,Apples (1kg),2.97,3.79,27.61,zł,2.01-5.49,2021-05-30
Poland,POL,Apples (1kg),2.97,3.76,26.65,zł,0.91-2.27,2024-02-11
Poland,POL,Apples (1kg),2.97,3.69,24.29,zł,2.01-5,2022-08-28
Poland,POL,Apples (1kg),2.97,3.7,24.58,zł,2.01-5,2022-10-09
Poland,POL,Apples (1kg),2.97,3.86,29.97,zł,2.01-5.49,2021-08-08
Poland,POL,Apples (1kg),2.97,3.79,27.61,zł,2.01-5.49,2021-06-27
Poland,POL,Apples (1kg),2.97,3.52,18.47,zł,2.01-5,2020-12-27
Poland,POL,Apples (1kg),2.97,3.75,26.26,zł,0.91-2.27,2023-12-24
Poland,POL,Apples (1kg),2.97,3.7,24.48,zł,2.01-5,2022-02-27
Poland,POL,Apples (1kg),2.97,3.75,26.26,zł,0.91-2.27,2023-03-05
Poland,POL,Apples (1kg),2.97,3.89,30.93,zł,2.01-5.49,2021-11-14
Poland,POL,Apples (1kg),2.97,3.44,15.82,zł,2.01-5,2020-10-11
Poland,POL,Apples (1kg),2.97,3.69,24.29,zł,2.01-5,2022-11-20
Poland,POL,Apples (1kg),2.97,3.7,24.58,zł,2.01-5,2022-10-16
Poland,POL,Apples (1kg),2.97,3.7,24.58,zł,2.01-5,2022-10-23
Poland,POL,Apples (1kg),2.97,3.23,8.75,zł,2.01-5,2020-06-28
Poland,POL,Apples (1kg),2.97,3.75,26.26,zł,0.91-2.27,2023-05-28
Poland,POL,Apples (1kg),2.97,3.75,26.36,zł,0.91-2.27,2023-04-16
Poland,POL,Apples (1kg),2.97,3.81,28.28,zł,2.01-5,2021-09-19
Poland,POL,Apples (1kg),2.97,3.75,26.26,zł,0.91-2.27,2023-05-21
Poland,POL,Apples (1kg),2.97,3.59,20.88,zł,2.01-5,2021-02-21
Poland,POL,Apples (1kg),2.97,3.49,17.6,zł,2.01-5,2020-11-22
Poland,POL,Apples (1kg),2.97,3.72,25.16,zł,0.91-2.27,2023-11-05
Poland,POL,Apples (1kg),2.97,3.81,28.28,zł,2.01-5,2021-09-12
Poland,POL,Apples (1kg),2.97,3.7,24.58,zł,2.01-5,2022-08-14
Poland,POL,Apples (1kg),2.97,3.76,26.46,zł,0.91-2.27,2023-04-30
Poland,POL,Apples (1kg),2.97,3.21,7.97,zł,2.01-4.98,2020-06-14
Poland,POL,Apples (1kg),2.97,3.73,25.69,zł,0.91-2.27,2023-06-25
Poland,POL,Apples (1kg),2.97,3.41,14.77,zł,2.01-5,2020-09-27
Poland,POL,Apples (1kg),2.97,3.73,25.59,zł,0.91-2.27,2023-08-06
Poland,POL,Apples (1kg),2.97,3.72,25.16,zł,0.91-2.27,2023-08-20
Poland,POL,Apples (1kg),2.97,3.58,20.39,zł,2.01-5,2021-02-14
Poland,POL,Apples (1kg),2.97,3.36,13.28,zł,2.01-5,2020-09-06
Poland,POL,Apples (1kg),2.97,3.64,22.56,zł,2.01-5,2022-07-17
Poland,POL,Apples (1kg),2.97,3.57,20.2,zł,2.01-5,2021-01-31
Poland,POL,Apples (1kg),2.97,3.65,22.78,zł,2.01-5,2022-03-27
Azerbaijan,AZE,Apples (1kg),1.36,1.59,16.91,man,0.79-2.49,2021-02-07
Azerbaijan,AZE,Apples (1kg),1.36,1.64,20.48,man,0.79-3,2021-05-16
Azerbaijan,AZE,Apples (1kg),1.36,1.74,27.94,man,0.36-1.36,2023-04-09
Azerbaijan,AZE,Apples (1kg),1.36,1.59,16.91,man,0.79-2.6,2021-03-28
Azerbaijan,AZE,Apples (1kg),1.36,1.63,19.85,man,0.79-3,2021-07-04
Azerbaijan,AZE,Apples (1kg),1.36,1.44,5.78,man,0.51-2.6,2020-07-19
Azerbaijan,AZE,Apples (1kg),1.36,1.58,15.86,man,0.71-3,2022-05-01
Azerbaijan,AZE,Apples (1kg),1.36,1.64,20.27,man,0.79-3,2021-07-18
Azerbaijan,AZE,Apples (1kg),1.36,1.61,18.38,man,0.79-2.6,2020-11-08
Azerbaijan,AZE,Apples (1kg),1.36,1.42,4.52,man,0.51-2.49,2020-07-05
Azerbaijan,AZE,Apples (1kg),1.36,1.41,3.68,man,0.51-2.01,2020-05-17
Azerbaijan,AZE,Apples (1kg),1.36,1.52,11.97,man,0.71-2.49,2022-05-29
Azerbaijan,AZE,Apples (1kg),1.36,1.39,2.21,man,0.51-10.36,2020-05-03
Azerbaijan,AZE,Apples (1kg),1.36,1.61,18.38,man,0.71-3,2022-03-13
Azerbaijan,AZE,Apples (1kg),1.36,1.52,11.76,man,0.71-2.29,2022-07-03
Azerbaijan,AZE,Apples (1kg),1.36,1.65,21.32,man,0.79-3,2021-11-07
Azerbaijan,AZE,Apples (1kg),1.36,1.62,19.43,man,0.71-3,2022-02-06
Azerbaijan,AZE,Apples (1kg),1.36,1.96,44.12,man,0.36-1.36,2023-07-30
Azerbaijan,AZE,Apples (1kg),1.36,1.63,19.85,man,0.79-3,2021-05-02
Azerbaijan,AZE,Apples (1kg),1.36,1.52,11.76,man,0.71-3,2022-05-15
Azerbaijan,AZE,Apples (1kg),1.36,1.36,0.0,man,0.99-1.99,2020-02-09
Azerbaijan,AZE,Apples (1kg),1.36,1.6,17.96,man,0.79-2.6,2021-03-14
Azerbaijan,AZE,Apples (1kg),1.36,1.5,10.29,man,0.51-2.6,2020-09-20
Azerbaijan,AZE,Apples (1kg),1.36,1.51,10.71,man,0.71-3,2022-11-06
Azerbaijan,AZE,Apples (1kg),1.36,1.63,19.85,man,0.36-1.36,2023-02-05
Azerbaijan,AZE,Apples (1kg),1.36,1.53,12.18,man,0.71-2.29,2022-07-31
Azerbaijan,AZE,Apples (1kg),1.36,1.59,16.91,man,0.79-3,2020-10-18
Azerbaijan,AZE,Apples (1kg),1.36,1.63,19.85,man,0.79-3,2021-11-28
Azerbaijan,AZE,Apples (1kg),1.36,1.54,13.24,man,0.71-2.49,2022-08-07
Azerbaijan,AZE,Apples (1kg),1.36,1.41,3.68,man,0.51-2.01,2020-06-07
Azerbaijan,AZE,Apples (1kg),1.36,1.54,13.24,man,0.71-2.29,2022-06-26
Azerbaijan,AZE,Apples (1kg),1.36,1.45,6.3,man,0.9-10.49,2020-04-26
Azerbaijan,AZE,Apples (1kg),1.36,1.9,39.71,man,0.45-1.36,2023-12-10
Azerbaijan,AZE,Apples (1kg),1.36,1.61,18.38,man,0.71-3,2022-01-02
Azerbaijan,AZE,Apples (1kg),1.36,1.81,33.09,man,0.45-1.36,2024-02-18
Azerbaijan,AZE,Apples (1kg),1.36,1.63,19.85,man,0.79-3,2021-11-21
Azerbaijan,AZE,Apples (1kg),1.36,1.61,18.38,man,0.79-3.00,2023-01-08
Azerbaijan,AZE,Apples (1kg),1.36,1.96,44.12,man,0.45-1.36,2023-10-22
Azerbaijan,AZE,Apples (1kg),1.36,1.7,24.79,man,0.36-1.36,2023-03-26
Azerbaijan,AZE,Apples (1kg),1.36,1.61,18.38,man,0.71-3,2021-12-26
Azerbaijan,AZE,Apples (1kg),1.36,1.61,18.38,man,0.79-3,2021-08-22
Azerbaijan,AZE,Apples (1kg),1.36,1.5,10.29,man,0.51-2.6,2020-08-30
Azerbaijan,AZE,Apples (1kg),1.36,1.75,28.55,man,0.36-1.36,2023-04-02
Azerbaijan,AZE,Apples (1kg),1.36,1.56,14.5,man,0.79-2.6,2021-03-07
Azerbaijan,AZE,Apples (1kg),1.36,1.96,44.33,man,0.45-1.36,2023-09-03
Azerbaijan,AZE,Apples (1kg),1.36,1.53,12.39,man,0.71-3,2022-12-11
Azerbaijan,AZE,Apples (1kg),1.36,1.65,21.32,man,0.79-3.00,2023-01-15
Azerbaijan,AZE,Apples (1kg),1.36,1.59,16.7,man,0.79-2.6,2021-01-10
Azerbaijan,AZE,Apples (1kg),1.36,1.65,21.32,man,0.79-3,2021-07-25
Azerbaijan,AZE,Apples (1kg),1.36,1.96,44.12,man,0.45-1.36,2023-10-15
Azerbaijan,AZE,Apples (1kg),1.36,1.63,19.85,man,0.36-1.36,2023-02-26
Azerbaijan,AZE,Apples (1kg),1.36,1.63,19.64,man,0.36-1.36,2023-02-19
Azerbaijan,AZE,Apples (1kg),1.36,1.61,18.38,man,0.79-3,2021-06-20
Azerbaijan,AZE,Apples (1kg),1.36,1.52,11.76,man,0.71-2.29,2022-07-24
Azerbaijan,AZE,Apples (1kg),1.36,1.5,10.29,man,0.51-2.6,2020-09-13
Azerbaijan,AZE,Apples (1kg),1.36,1.63,19.85,man,0.79-3,2021-12-05
Azerbaijan,AZE,Apples (1kg),1.36,1.63,19.85,man,0.71-3,2021-12-12
Azerbaijan,AZE,Apples (1kg),1.36,1.5,10.29,man,0.71-3,2022-11-27
Azerbaijan,AZE,Apples (1kg),1.36,1.61,18.38,man,0.79-2.6,2020-12-20
Azerbaijan,AZE,Apples (1kg),1.36,1.92,41.39,man,0.45-1.36,2023-11-19
Azerbaijan,AZE,Apples (1kg),1.36,1.63,19.64,man,0.71-3,2022-01-30
Azerbaijan,AZE,Apples (1kg),1.36,1.61,18.63,man,0.71-3,2021-12-19
Azerbaijan,AZE,Apples (1kg),1.36,0.82,-39.71,€,0.37-1.46,2021-12-19
Azerbaijan,AZE,Apples (1kg),1.36,1.61,18.38,man,0.79-2.6,2020-12-06
Azerbaijan,AZE,Apples (1kg),1.36,1.53,12.61,man,0.71-3,2022-12-18
Azerbaijan,AZE,Apples (1kg),1.36,1.52,11.76,man,0.71-2.29,2022-07-10
Azerbaijan,AZE,Apples (1kg),1.36,1.53,12.29,man,0.71-3,2022-05-08
Azerbaijan,AZE,Apples (1kg),1.36,1.61,18.38,man,0.71-3,2022-01-09
Azerbaijan,AZE,Apples (1kg),1.36,1.54,13.24,man,0.71-3,2022-09-04
Azerbaijan,AZE,Apples (1kg),1.36,1.62,19.01,man,0.79-3,2021-04-25
Azerbaijan,AZE,Apples (1kg),1.36,1.59,16.7,man,0.79-2.49,2021-04-11
Azerbaijan,AZE,Apples (1kg),1.36,1.63,19.85,man,0.71-3,2022-02-20
Azerbaijan,AZE,Apples (1kg),1.36,1.53,12.18,man,0.51-3,2020-08-23
Azerbaijan,AZE,Apples (1kg),1.36,1.57,15.65,man,0.79-2.6,2021-02-28
Azerbaijan,AZE,Apples (1kg),1.36,1.95,43.49,man,0.45-1.36,2023-10-01
Azerbaijan,AZE,Apples (1kg),1.36,1.48,9.03,man,0.51-3,2020-07-26
Azerbaijan,AZE,Apples (1kg),1.36,1.63,19.85,man,0.36-1.36,2023-02-12
Azerbaijan,AZE,Apples (1kg),1.36,1.46,7.35,man,0.51-10.3,2020-04-05
Azerbaijan,AZE,Apples (1kg),1.36,1.61,18.38,man,0.79-3,2021-08-15
Azerbaijan,AZE,Apples (1kg),1.36,1.96,44.12,man,0.45-1.36,2023-09-10
Azerbaijan,AZE,Apples (1kg),1.36,1.59,16.91,man,0.79-2.6,2021-04-04
Azerbaijan,AZE,Apples (1kg),1.36,1.5,10.29,man,0.71-3,2022-12-04
Azerbaijan,AZE,Apples (1kg),1.36,1.94,42.86,man,0.45-1.36,2023-10-08
Azerbaijan,AZE,Apples (1kg),1.36,1.57,15.44,man,0.71-3,2022-04-17
Azerbaijan,AZE,Apples (1kg),1.36,1.6,17.54,man,0.71-3,2022-01-23
Azerbaijan,AZE,Apples (1kg),1.36,1.96,44.12,man,0.36-1.36,2023-07-16
Azerbaijan,AZE,Apples (1kg),1.36,1.97,44.54,man,0.45-1.36,2023-09-17
Azerbaijan,AZE,Apples (1kg),1.36,1.57,15.44,man,0.79-2.6,2021-01-17
Azerbaijan,AZE,Apples (1kg),1.36,1.61,18.38,man,0.79-2.6,2020-12-13
Azerbaijan,AZE,Apples (1kg),1.36,1.43,5.15,man,0.51-2.49,2020-07-12
Azerbaijan,AZE,Apples (1kg),1.36,1.9,39.71,man,0.45-1.36,2023-12-31
Azerbaijan,AZE,Apples (1kg),1.36,1.61,18.38,man,0.79-2.6,2020-11-01
Azerbaijan,AZE,Apples (1kg),1.36,1.54,13.24,man,0.51-3,2020-08-16
Azerbaijan,AZE,Apples (1kg),1.36,1.98,45.59,man,0.45-1.36,2023-09-24
Azerbaijan,AZE,Apples (1kg),1.36,1.98,45.38,man,0.36-1.36,2023-08-13
Azerbaijan,AZE,Apples (1kg),1.36,1.57,15.44,man,0.71-3,2022-04-10
Azerbaijan,AZE,Apples (1kg),1.36,1.67,23.0,man,0.36-1.36,2023-03-19
Azerbaijan,AZE,Apples (1kg),1.36,1.52,11.76,man,0.71-2.49,2022-06-05
Azerbaijan,AZE,Apples (1kg),1.36,1.59,16.91,man,0.79-3,2020-10-04
Azerbaijan,AZE,Apples (1kg),1.36,1.94,42.65,man,0.45-1.36,2023-11-12
Azerbaijan,AZE,Apples (1kg),1.36,1.9,39.71,man,0.45-1.36,2023-12-17
Azerbaijan,AZE,Apples (1kg),1.36,1.67,22.58,man,0.79-3,2021-10-24
Azerbaijan,AZE,Apples (1kg),1.36,1.61,18.38,man,0.79-3,2021-08-29
Azerbaijan,AZE,Apples (1kg),1.36,1.57,15.44,man,0.79-2.6,2021-01-24
Azerbaijan,AZE,Apples (1kg),1.36,1.62,18.8,man,0.79-3,2021-09-05
Azerbaijan,AZE,Apples (1kg),1.36,1.64,20.9,man,0.79-3,2021-05-09
Azerbaijan,AZE,Apples (1kg),1.36,1.82,34.14,man,0.45-1.36,2024-02-04
Azerbaijan,AZE,Apples (1kg),1.36,1.63,19.85,man,0.71-3,2022-02-13
Azerbaijan,AZE,Apples (1kg),1.36,1.91,40.55,man,0.45-1.36,2023-11-26
Azerbaijan,AZE,Apples (1kg),1.36,1.52,11.76,man,0.71-3,2022-05-22
Azerbaijan,AZE,Apples (1kg),1.36,1.84,35.4,man,0.36-1.36,2023-05-14
Azerbaijan,AZE,Apples (1kg),1.36,1.98,45.59,man,0.36-1.36,2023-06-18
Azerbaijan,AZE,Apples (1kg),1.36,1.9,39.71,man,0.45-1.36,2024-01-14
Azerbaijan,AZE,Apples (1kg),1.36,1.58,16.28,man,0.71-3,2022-04-03
Azerbaijan,AZE,Apples (1kg),1.36,1.55,14.08,man,0.71-3.00,2022-12-25
Azerbaijan,AZE,Apples (1kg),1.36,1.57,15.65,man,0.79-2.49,2021-04-18
Azerbaijan,AZE,Apples (1kg),1.36,1.53,12.39,man,0.71-3,2022-10-30
Azerbaijan,AZE,Apples (1kg),1.36,1.59,16.91,man,0.79-3.00,2023-01-01
Azerbaijan,AZE,Apples (1kg),1.36,1.63,19.85,man,0.79-3,2021-05-23
Azerbaijan,AZE,Apples (1kg),1.36,1.96,44.12,man,0.36-1.36,2023-07-09
Azerbaijan,AZE,Apples (1kg),1.36,1.9,39.71,man,0.45-1.36,2024-01-07
Azerbaijan,AZE,Apples (1kg),1.36,1.54,13.24,man,0.71-3,2022-09-11
Azerbaijan,AZE,Apples (1kg),1.36,1.5,10.29,man,0.71-3,2022-11-13
Azerbaijan,AZE,Apples (1kg),1.36,1.41,3.68,man,0.51-2.01,2020-05-31
Azerbaijan,AZE,Apples (1kg),1.36,1.4,3.05,man,0.51-2.01,2020-05-10
Azerbaijan,AZE,Apples (1kg),1.36,1.53,12.18,man,0.51-3,2020-08-09
Azerbaijan,AZE,Apples (1kg),1.36,1.6,17.54,man,0.79-3,2020-10-25
Azerbaijan,AZE,Apples (1kg),1.36,1.96,44.12,man,0.36-1.36,2023-06-04
Azerbaijan,AZE,Apples (1kg),1.36,1.61,18.38,man,0.79-3,2021-06-13
Azerbaijan,AZE,Apples (1kg),1.36,1.58,16.07,man,0.71-3,2022-04-24
Azerbaijan,AZE,Apples (1kg),1.36,1.96,44.33,man,0.36-1.36,2023-08-27
Azerbaijan,AZE,Apples (1kg),1.36,1.57,15.44,man,0.79-2.6,2021-01-03
Azerbaijan,AZE,Apples (1kg),1.36,1.51,11.34,man,0.71-2.49,2022-08-21
Azerbaijan,AZE,Apples (1kg),1.36,1.53,12.18,man,0.71-2.49,2022-06-12
Azerbaijan,AZE,Apples (1kg),1.36,1.44,6.09,man,0.51-2.49,2020-06-21
Azerbaijan,AZE,Apples (1kg),1.36,1.91,40.13,man,0.45-1.36,2023-12-03
Azerbaijan,AZE,Apples (1kg),1.36,1.61,18.38,man,0.79-2.6,2020-11-29
Azerbaijan,AZE,Apples (1kg),1.36,1.96,44.12,man,0.45-1.36,2023-10-29
Azerbaijan,AZE,Apples (1kg),1.36,1.61,18.38,man,0.79-3,2021-09-26
Azerbaijan,AZE,Apples (1kg),1.36,1.8,32.11,man,0.45-1.36,2024-02-25
Azerbaijan,AZE,Apples (1kg),1.36,1.79,31.62,man,0.36-1.36,2023-04-23
Azerbaijan,AZE,Apples (1kg),1.36,1.54,13.24,man,0.71-2.29,2022-06-19
Azerbaijan,AZE,Apples (1kg),1.36,1.63,20.06,man,0.36-1.36,2023-01-29
Azerbaijan,AZE,Apples (1kg),1.36,1.59,16.91,man,0.79-3,2021-08-01
Azerbaijan,AZE,Apples (1kg),1.36,1.63,19.85,man,0.79-3,2021-10-10
Azerbaijan,AZE,Apples (1kg),1.36,1.96,44.12,man,0.36-1.36,2023-06-11
Azerbaijan,AZE,Apples (1kg),1.36,1.96,44.12,man,0.36-1.36,2023-07-02
Azerbaijan,AZE,Apples (1kg),1.36,1.64,20.34,man,0.36-1.36,2023-03-12
Azerbaijan,AZE,Apples (1kg),1.36,0.97,-28.68,$,0.21-0.80,2023-03-12
Azerbaijan,AZE,Apples (1kg),1.36,1.47,8.19,man,0.9-10.49,2020-04-19
Azerbaijan,AZE,Apples (1kg),1.36,1.65,21.32,man,0.79-3.00,2023-01-22
Azerbaijan,AZE,Apples (1kg),1.36,1.46,7.35,man,0.51-10.49,2020-04-12
Azerbaijan,AZE,Apples (1kg),1.36,1.96,44.12,man,0.36-1.36,2023-07-23
Azerbaijan,AZE,Apples (1kg),1.36,1.61,18.38,man,0.79-2.6,2020-11-15
Azerbaijan,AZE,Apples (1kg),1.36,1.59,16.91,man,0.71-3,2022-01-16
Azerbaijan,AZE,Apples (1kg),1.36,1.49,9.66,man,0.51-3,2020-08-02
Azerbaijan,AZE,Apples (1kg),1.36,1.6,17.75,man,0.79-3,2021-10-03
Azerbaijan,AZE,Apples (1kg),1.36,1.86,36.87,man,0.45-1.36,2024-01-28
